claim_id,accident_year,line_of_business,risk_class,exposure,previous_claims,deductible,coverage_limit,development_month,claim_amount,reported_amount,paid_amount,reserve,litigated,status,report_lag_days
VEL-00053,2018,auto_liability,B,181000.0,1,5000.0,1000000.0,30,8588.0,7994.0,8313.0,0.0,False,closed,34.0
VEL-00054,2018,auto_liability,C,101000.0,3,10000.0,1000000.0,30,3740.0,3902.0,3377.0,525.0,False,closed,18.0
VEL-00055,2018,cargo,B,141000.0,0,5000.0,1000000.0,30,9156.0,9599.0,8035.0,1564.0,False,closed,23.0
VEL-00056,2018,auto_liability,B,261000.0,5,5000.0,1000000.0,30,10715.0,11485.0,9891.0,1594.0,False,closed,67.0
VEL-00057,2018,workers_comp,B,250000.0,1,5000.0,2000000.0,30,9361.0,8708.0,8434.0,274.0,False,closed,38.0
VEL-00058,2018,physical_damage,A,168000.0,1,10000.0,2000000.0,30,58078.0,52860.0,47610.0,5250.0,False,closed,42.0
VEL-00059,2018,physical_damage,A,128000.0,0,25000.0,1000000.0,30,5420.0,5926.0,5315.0,611.0,False,closed,12.0
VEL-00060,2018,physical_damage,B,182000.0,1,25000.0,1000000.0,30,5114.0,5285.0,4218.0,1067.0,False,closed,10.0
VEL-00061,2018,physical_damage,C,76000.0,1,10000.0,2000000.0,30,22954.0,21134.0,21772.0,0.0,False,closed,15.0
VEL-00062,2018,auto_liability,A,92000.0,2,5000.0,1000000.0,30,7972.0,8418.0,7068.0,1350.0,False,closed,47.0
VEL-00063,2018,physical_damage,B,271000.0,2,5000.0,2000000.0,30,7775.0,7094.0,7438.0,0.0,False,closed,10.0
VEL-00064,2018,auto_liability,A,141000.0,0,10000.0,2000000.0,30,3828.0,3978.0,3463.0,515.0,False,closed,23.0
VEL-00065,2018,physical_damage,B,218000.0,2,5000.0,2000000.0,30,10932.0,11173.0,10540.0,633.0,False,closed,58.0
VEL-00066,2018,auto_liability,B,337000.0,0,10000.0,2000000.0,30,10400.0,10997.0,9297.0,1700.0,False,closed,16.0
VEL-00067,2018,workers_comp,A,251000.0,3,10000.0,2000000.0,30,18427.0,16966.0,15652.0,1314.0,False,closed,22.0
VEL-00068,2018,auto_liability,B,182000.0,2,5000.0,2000000.0,30,4432.0,4875.0,4228.0,647.0,True,closed,33.0
VEL-00069,2018,physical_damage,B,538000.0,2,5000.0,2000000.0,30,10976.0,12149.0,10597.0,1552.0,False,closed,5.0
VEL-00070,2018,auto_liability,B,254000.0,1,5000.0,1000000.0,30,10466.0,11687.0,9425.0,2262.0,False,closed,49.0
VEL-00071,2018,cargo,A,150000.0,2,25000.0,2000000.0,30,14998.0,16026.0,14785.0,1241.0,False,closed,18.0
VEL-00072,2018,physical_damage,C,262000.0,3,25000.0,1000000.0,30,958.0,928.0,902.0,26.0,False,closed,18.0
VEL-00073,2018,auto_liability,A,222000.0,0,5000.0,2000000.0,30,2334.0,2603.0,2303.0,300.0,False,closed,4.0
VEL-00074,2018,cargo,D,116000.0,4,10000.0,2000000.0,30,8604.0,8906.0,7220.0,1686.0,True,closed,12.0
VEL-00075,2018,workers_comp,A,187000.0,3,10000.0,2000000.0,30,8750.0,9258.0,8651.0,607.0,False,closed,1.0
VEL-00076,2018,workers_comp,A,165000.0,1,25000.0,2000000.0,30,11895.0,12436.0,11342.0,1094.0,False,closed,47.0
VEL-00077,2018,physical_damage,A,66000.0,2,10000.0,1000000.0,30,12973.0,12265.0,12825.0,0.0,False,closed,52.0
VEL-00078,2018,auto_liability,D,165000.0,1,10000.0,2000000.0,30,13176.0,14331.0,11463.0,2868.0,False,closed,11.0
VEL-00079,2018,auto_liability,A,156000.0,0,25000.0,1000000.0,30,4137.0,4312.0,3770.0,542.0,False,closed,43.0
VEL-00080,2018,workers_comp,B,144000.0,1,25000.0,2000000.0,30,12925.0,12261.0,12652.0,0.0,True,closed,30.0
VEL-00081,2018,physical_damage,D,77000.0,0,5000.0,2000000.0,30,44307.0,43561.0,41404.0,2157.0,False,closed,10.0
VEL-00082,2018,auto_liability,D,150000.0,2,5000.0,2000000.0,30,5236.0,4878.0,4491.0,387.0,False,closed,9.0
VEL-00083,2018,cargo,A,176000.0,4,25000.0,1000000.0,30,10618.0,10567.0,9108.0,1459.0,False,closed,4.0
VEL-00084,2018,physical_damage,B,190000.0,0,10000.0,1000000.0,30,25685.0,28708.0,25409.0,3299.0,False,closed,5.0
VEL-00085,2018,physical_damage,B,100000.0,1,5000.0,2000000.0,30,10291.0,10131.0,9615.0,516.0,False,closed,31.0
VEL-00086,2018,auto_liability,C,249000.0,1,10000.0,1000000.0,30,1466.0,1447.0,1188.0,259.0,False,closed,73.0
VEL-00087,2018,physical_damage,B,96000.0,1,5000.0,1000000.0,30,10517.0,11323.0,8958.0,2365.0,False,closed,31.0
VEL-00088,2018,auto_liability,B,160000.0,1,25000.0,2000000.0,30,4156.0,3816.0,3788.0,28.0,False,closed,3.0
VEL-00089,2018,auto_liability,A,352000.0,2,10000.0,2000000.0,30,4180.0,3872.0,3502.0,370.0,False,closed,16.0
VEL-00090,2018,cargo,A,126000.0,0,5000.0,1000000.0,30,18586.0,19777.0,16600.0,3177.0,False,closed,20.0
VEL-00091,2018,physical_damage,B,138000.0,0,25000.0,1000000.0,30,11290.0,10485.0,10540.0,0.0,False,closed,6.0
VEL-00092,2018,physical_damage,A,313000.0,4,10000.0,2000000.0,30,5332.0,5516.0,4355.0,1161.0,False,closed,10.0
VEL-00093,2018,auto_liability,A,148000.0,0,25000.0,2000000.0,30,8883.0,9591.0,7557.0,2034.0,False,closed,27.0
VEL-00094,2018,cargo,B,155000.0,1,10000.0,2000000.0,30,14305.0,14647.0,13964.0,683.0,False,closed,16.0
VEL-00095,2018,auto_liability,A,202000.0,1,5000.0,2000000.0,30,4923.0,4518.0,3979.0,539.0,False,closed,11.0
VEL-00096,2018,auto_liability,A,309000.0,2,10000.0,1000000.0,30,5702.0,5391.0,4689.0,702.0,False,closed,4.0
VEL-00097,2018,auto_liability,D,58000.0,6,5000.0,2000000.0,30,10024.0,10213.0,9663.0,550.0,False,closed,38.0
VEL-00098,2018,auto_liability,B,118000.0,0,5000.0,2000000.0,30,4308.0,4781.0,4029.0,752.0,False,closed,28.0
VEL-00099,2018,workers_comp,A,107000.0,0,25000.0,1000000.0,30,7370.0,7693.0,6591.0,1102.0,False,closed,68.0
VEL-00100,2018,physical_damage,C,103000.0,2,10000.0,1000000.0,30,9882.0,10409.0,9603.0,806.0,True,closed,6.0
VEL-00101,2018,physical_damage,A,116000.0,0,5000.0,1000000.0,30,3178.0,3277.0,2675.0,602.0,False,closed,32.0
VEL-00102,2018,physical_damage,A,117000.0,0,25000.0,1000000.0,30,2529.0,2457.0,2026.0,431.0,False,closed,34.0
VEL-00103,2018,cargo,D,210000.0,0,10000.0,2000000.0,30,40848.0,42224.0,39315.0,2909.0,False,closed,23.0
VEL-00104,2018,auto_liability,C,114000.0,0,25000.0,1000000.0,30,5671.0,5116.0,5260.0,0.0,False,closed,11.0
VEL-00105,2018,physical_damage,B,192000.0,1,10000.0,1000000.0,30,7797.0,7728.0,6763.0,965.0,True,closed,15.0
VEL-00106,2018,physical_damage,A,221000.0,1,5000.0,2000000.0,30,5874.0,6336.0,5380.0,956.0,False,closed,21.0
VEL-00107,2018,auto_liability,B,124000.0,4,10000.0,1000000.0,30,5656.0,5345.0,4617.0,728.0,False,closed,3.0
VEL-00108,2018,physical_damage,A,192000.0,0,10000.0,1000000.0,30,6612.0,6894.0,5703.0,1191.0,False,closed,33.0
VEL-00109,2018,cargo,A,416000.0,1,5000.0,2000000.0,30,8873.0,9392.0,8107.0,1285.0,False,closed,22.0
VEL-00110,2018,workers_comp,A,212000.0,1,5000.0,1000000.0,30,5687.0,5314.0,5510.0,0.0,False,closed,16.0
VEL-00111,2018,auto_liability,A,130000.0,0,10000.0,2000000.0,30,9154.0,9966.0,7903.0,2063.0,False,closed,23.0
VEL-00112,2018,workers_comp,B,174000.0,2,10000.0,2000000.0,30,7559.0,7209.0,6139.0,1070.0,False,closed,23.0
VEL-00113,2018,auto_liability,A,113000.0,1,10000.0,1000000.0,30,9888.0,10993.0,8085.0,2908.0,False,closed,28.0
VEL-00114,2018,cargo,A,207000.0,1,10000.0,2000000.0,30,2004.0,1956.0,1726.0,230.0,False,closed,24.0
VEL-00115,2018,cargo,D,280000.0,1,5000.0,2000000.0,30,6945.0,7185.0,6426.0,759.0,False,closed,10.0
VEL-00116,2018,auto_liability,B,118000.0,1,25000.0,1000000.0,30,11696.0,12967.0,11007.0,1960.0,False,closed,13.0
VEL-00117,2018,physical_damage,B,162000.0,1,25000.0,2000000.0,30,7104.0,7675.0,6670.0,1005.0,False,closed,22.0
VEL-00118,2018,cargo,A,318000.0,0,5000.0,1000000.0,30,5108.0,5143.0,4980.0,163.0,True,closed,20.0
VEL-00119,2018,auto_liability,C,140000.0,0,25000.0,1000000.0,30,8994.0,8479.0,8422.0,57.0,False,closed,53.0
VEL-00120,2018,physical_damage,B,198000.0,2,25000.0,1000000.0,30,3624.0,3752.0,3385.0,367.0,False,closed,12.0
VEL-00121,2018,cargo,B,107000.0,2,25000.0,2000000.0,30,10933.0,11254.0,10045.0,1209.0,False,closed,15.0
VEL-00122,2018,physical_damage,B,118000.0,0,5000.0,1000000.0,30,1507.0,1378.0,1407.0,0.0,False,closed,16.0
VEL-00123,2018,cargo,A,139000.0,1,5000.0,2000000.0,30,6019.0,5924.0,5695.0,229.0,False,closed,6.0
VEL-00124,2018,auto_liability,A,534000.0,2,5000.0,2000000.0,30,2795.0,3082.0,2782.0,300.0,False,closed,23.0
VEL-00125,2018,auto_liability,B,147000.0,0,5000.0,2000000.0,30,8330.0,8460.0,6963.0,1497.0,False,closed,9.0
VEL-00126,2018,auto_liability,D,138000.0,1,5000.0,2000000.0,30,15990.0,15028.0,14849.0,179.0,False,closed,15.0
VEL-00127,2018,auto_liability,C,136000.0,2,25000.0,1000000.0,30,3576.0,3725.0,2950.0,775.0,False,closed,10.0
VEL-00128,2018,auto_liability,B,166000.0,1,5000.0,1000000.0,30,18575.0,18572.0,15626.0,2946.0,False,closed,18.0
VEL-00129,2018,workers_comp,B,250000.0,0,10000.0,2000000.0,30,8148.0,8971.0,8029.0,942.0,False,closed,23.0
VEL-00130,2018,physical_damage,A,198000.0,1,25000.0,1000000.0,30,1391.0,1402.0,1225.0,177.0,False,closed,19.0
VEL-00131,2018,auto_liability,C,504000.0,3,25000.0,2000000.0,30,1139.0,1032.0,2420.2713087255765,0.0,False,closed,167.0
VEL-00132,2018,auto_liability,A,200000.0,0,25000.0,1000000.0,30,14431.0,13500.0,12156.0,1344.0,False,closed,8.0
VEL-00133,2018,workers_comp,A,371000.0,2,5000.0,1000000.0,30,9739.0,9141.0,8785.0,356.0,False,closed,14.0
VEL-00134,2018,physical_damage,B,207000.0,0,25000.0,1000000.0,30,4886.0,5420.0,3933.0,1487.0,False,closed,62.0
VEL-00135,2018,workers_comp,C,244000.0,0,10000.0,2000000.0,30,8854.0,8669.0,8112.0,557.0,False,closed,14.0
VEL-00136,2018,physical_damage,C,87000.0,2,10000.0,1000000.0,30,4274.0,4175.0,4235.0,0.0,False,closed,29.0
VEL-00137,2018,physical_damage,B,169000.0,3,25000.0,1000000.0,30,21889.0,24401.0,20520.0,3881.0,False,closed,40.0
VEL-00138,2018,cargo,A,174000.0,0,5000.0,2000000.0,30,7935.0,7501.0,7404.0,97.0,False,closed,3.0
VEL-00139,2018,cargo,A,159000.0,0,10000.0,2000000.0,30,32357.0,33549.0,29476.0,4073.0,False,closed,23.0
VEL-00140,2018,physical_damage,C,61000.0,0,10000.0,1000000.0,30,8352.0,9258.0,7217.0,2041.0,False,closed,15.0
VEL-00141,2018,physical_damage,D,280000.0,2,5000.0,2000000.0,30,2032.0,2236.0,1940.0,296.0,True,closed,23.0
VEL-00142,2018,cargo,A,148000.0,3,25000.0,1000000.0,30,15919.0,14889.0,13972.0,917.0,False,closed,20.0
VEL-00143,2018,physical_damage,C,145000.0,1,5000.0,2000000.0,30,7357.0,7384.0,6381.0,1003.0,False,closed,29.0
VEL-00144,2018,workers_comp,B,158000.0,4,5000.0,1000000.0,30,10633.0,10159.0,9671.0,488.0,False,closed,7.0
VEL-00145,2018,auto_liability,B,161000.0,1,10000.0,2000000.0,30,18004.0,18976.0,17913.0,1063.0,False,closed,6.0
VEL-00146,2018,physical_damage,B,221000.0,1,25000.0,2000000.0,30,6516.0,6217.0,6169.0,48.0,False,closed,27.0
VEL-00147,2018,physical_damage,A,95000.0,0,10000.0,1000000.0,30,15538.0,14589.0,14527.0,62.0,False,closed,23.0
VEL-00148,2018,workers_comp,B,113000.0,0,5000.0,1000000.0,30,12655.0,12147.0,10448.0,1699.0,False,closed,2.0
VEL-00149,2018,auto_liability,A,208000.0,0,10000.0,1000000.0,30,2589.0,2405.0,2490.0,0.0,False,closed,56.0
VEL-00150,2018,cargo,C,194000.0,2,25000.0,2000000.0,30,18442.0,19505.0,16313.0,3192.0,False,closed,17.0
VEL-00151,2018,physical_damage,B,149000.0,0,10000.0,2000000.0,30,5060.0,4865.0,4684.0,181.0,False,closed,19.0
VEL-00152,2018,cargo,C,135000.0,4,10000.0,1000000.0,30,31671.0,31291.0,28889.0,2402.0,False,closed,4.0
VEL-00153,2018,physical_damage,C,119000.0,2,25000.0,1000000.0,30,19920.0,19135.0,19065.0,70.0,True,closed,22.0
VEL-00154,2018,workers_comp,B,175000.0,0,25000.0,1000000.0,30,13315.0,13097.0,10737.0,2360.0,False,closed,27.0
VEL-00155,2018,auto_liability,A,325000.0,1,10000.0,1000000.0,30,7189.0,6953.0,5892.0,1061.0,False,closed,32.0
VEL-00156,2018,auto_liability,D,106000.0,2,25000.0,2000000.0,30,12662.0,12380.0,10842.0,1538.0,False,closed,8.0
VEL-00157,2018,auto_liability,B,386000.0,2,5000.0,1000000.0,30,4520.0,4773.0,3799.0,974.0,False,closed,116.0
VEL-00158,2018,auto_liability,A,274000.0,0,5000.0,2000000.0,30,8904.0,8354.0,8337.0,17.0,False,closed,35.0
VEL-00159,2018,auto_liability,A,144000.0,2,10000.0,2000000.0,30,3837.0,4033.0,3159.0,874.0,False,closed,38.0
VEL-00160,2018,workers_comp,D,266000.0,8,10000.0,2000000.0,30,30083.0,29373.0,24622.0,4751.0,False,closed,66.0
VEL-00161,2018,cargo,B,86000.0,2,5000.0,1000000.0,30,5060.0,4658.0,4584.0,74.0,False,closed,18.0
VEL-00162,2018,auto_liability,A,76000.0,3,5000.0,1000000.0,30,4912.0,4550.0,7577.157386878216,555.0,True,closed,175.0
VEL-00163,2018,physical_damage,B,94000.0,2,10000.0,2000000.0,30,10847.0,11911.0,10400.0,1511.0,False,closed,2.0
VEL-00164,2018,physical_damage,B,147000.0,2,10000.0,2000000.0,30,4395.0,3996.0,3806.0,190.0,False,closed,3.0
VEL-00165,2018,physical_damage,B,153000.0,1,25000.0,2000000.0,30,5819.0,5591.0,5007.0,584.0,False,closed,18.0
VEL-00166,2018,physical_damage,D,139000.0,1,5000.0,1000000.0,30,7953.0,8669.0,7312.0,1357.0,False,closed,22.0
VEL-00167,2018,auto_liability,D,189000.0,2,5000.0,2000000.0,30,14341.0,13158.0,14273.0,0.0,True,closed,18.0
VEL-00168,2018,workers_comp,A,62000.0,0,10000.0,1000000.0,30,6075.0,5749.0,5204.0,545.0,False,closed,14.0
VEL-00169,2018,physical_damage,A,231000.0,0,25000.0,2000000.0,30,9053.0,8683.0,7651.0,1032.0,False,closed,31.0
VEL-00170,2018,physical_damage,B,89000.0,1,10000.0,1000000.0,30,24988.0,27084.0,21831.0,5253.0,False,closed,32.0
VEL-00171,2018,physical_damage,C,129000.0,2,10000.0,2000000.0,30,12713.0,11765.0,12152.0,0.0,False,closed,15.0
VEL-00172,2018,auto_liability,B,146000.0,0,5000.0,1000000.0,30,1665.0,1845.0,1643.0,202.0,False,closed,21.0
VEL-00173,2018,auto_liability,C,101000.0,1,25000.0,1000000.0,30,7489.0,6938.0,6222.0,716.0,False,closed,28.0
VEL-00174,2018,physical_damage,B,91000.0,2,10000.0,2000000.0,30,17405.0,17830.0,14028.0,3802.0,False,closed,24.0
VEL-00175,2018,cargo,A,109000.0,0,25000.0,1000000.0,30,6849.0,7329.0,5898.0,1431.0,False,closed,5.0
VEL-00176,2018,cargo,C,179000.0,2,25000.0,1000000.0,30,29107.0,29773.0,25153.0,4620.0,False,closed,15.0
VEL-00177,2018,cargo,A,242000.0,0,5000.0,2000000.0,30,13502.0,13659.0,12820.0,839.0,False,closed,14.0
VEL-00178,2018,auto_liability,B,239000.0,2,5000.0,1000000.0,30,7662.0,7633.0,7173.0,460.0,False,closed,49.0
VEL-00179,2018,workers_comp,A,109000.0,2,5000.0,2000000.0,30,8597.0,8215.0,8162.0,53.0,False,closed,10.0
VEL-00180,2018,cargo,B,121000.0,2,25000.0,2000000.0,30,7069.0,7906.0,6210.0,1696.0,True,closed,18.0
VEL-00181,2018,cargo,D,114000.0,2,10000.0,2000000.0,30,12783.0,12640.0,11322.0,1318.0,False,closed,16.0
VEL-00182,2018,physical_damage,B,225000.0,4,10000.0,2000000.0,30,8376.0,8717.0,8279.0,438.0,False,closed,14.0
VEL-00183,2018,workers_comp,A,65000.0,0,5000.0,2000000.0,30,15498.0,15934.0,12548.0,3386.0,False,closed,4.0
VEL-00184,2018,auto_liability,B,334000.0,2,5000.0,1000000.0,30,7671.0,8527.0,6170.0,2357.0,False,closed,61.0
VEL-00185,2018,auto_liability,B,141000.0,2,5000.0,1000000.0,30,4467.0,4260.0,3589.0,671.0,False,closed,19.0
VEL-00186,2018,auto_liability,A,122000.0,0,25000.0,2000000.0,30,4815.0,4498.0,4639.0,0.0,False,closed,28.0
VEL-00187,2018,auto_liability,A,213000.0,0,25000.0,1000000.0,30,6133.0,6733.0,5542.0,1191.0,False,closed,25.0
VEL-00188,2018,auto_liability,A,302000.0,2,10000.0,2000000.0,30,1356.0,1372.0,1273.0,99.0,True,closed,14.0
VEL-00189,2018,auto_liability,B,214000.0,0,10000.0,2000000.0,30,3150.0,3279.0,2932.0,347.0,False,closed,18.0
VEL-00190,2018,physical_damage,B,305000.0,1,10000.0,2000000.0,30,4398.0,4563.0,4233.0,330.0,False,closed,45.0
VEL-00191,2018,auto_liability,B,193000.0,4,5000.0,2000000.0,30,4812.0,5159.0,4360.0,799.0,False,closed,6.0
VEL-00192,2018,physical_damage,A,333000.0,0,10000.0,2000000.0,30,5335.0,5785.0,4619.0,1166.0,False,closed,19.0
VEL-00193,2018,auto_liability,B,335000.0,0,25000.0,1000000.0,30,4623.0,4874.0,3802.0,1072.0,False,closed,24.0
VEL-00194,2018,physical_damage,A,171000.0,2,25000.0,2000000.0,30,3411.0,3074.0,3009.0,65.0,False,closed,15.0
VEL-00195,2018,auto_liability,D,370000.0,2,25000.0,1000000.0,30,13869.0,15037.0,11636.0,3401.0,False,closed,15.0
VEL-00196,2018,auto_liability,D,195000.0,1,5000.0,1000000.0,30,10316.0,9381.0,10164.0,0.0,False,closed,30.0
VEL-00197,2018,workers_comp,B,188000.0,0,25000.0,1000000.0,30,3744.0,4076.0,3567.0,509.0,False,closed,17.0
VEL-00198,2018,physical_damage,B,114000.0,0,5000.0,1000000.0,30,8105.0,7296.0,6945.0,351.0,False,closed,67.0
VEL-00199,2018,cargo,C,156000.0,3,5000.0,1000000.0,30,5475.0,5860.0,4940.0,920.0,False,closed,30.0
VEL-00200,2018,physical_damage,A,266000.0,1,5000.0,2000000.0,30,23560.0,24515.0,21060.0,3455.0,False,closed,51.0
VEL-00201,2018,physical_damage,C,93000.0,4,10000.0,1000000.0,30,6968.0,6311.0,6417.0,0.0,False,closed,32.0
VEL-00202,2018,auto_liability,A,249000.0,0,5000.0,2000000.0,30,3425.0,3650.0,3389.0,261.0,False,closed,9.0
VEL-00203,2018,physical_damage,C,214000.0,1,10000.0,1000000.0,30,10447.0,10734.0,8934.0,1800.0,False,closed,18.0
VEL-00204,2018,auto_liability,B,207000.0,1,25000.0,1000000.0,30,4840.0,4485.0,4467.0,18.0,False,closed,20.0
VEL-00205,2018,cargo,B,60000.0,0,25000.0,1000000.0,30,9997.0,10926.0,9006.0,1920.0,False,closed,20.0
VEL-00206,2018,workers_comp,D,171000.0,4,10000.0,2000000.0,30,61213.0,63053.0,60657.0,2396.0,False,closed,30.0
VEL-00207,2018,cargo,A,249000.0,1,5000.0,1000000.0,30,10134.0,10152.0,8549.0,1603.0,False,closed,28.0
VEL-00208,2018,auto_liability,C,123000.0,3,10000.0,2000000.0,30,12854.0,14242.0,11949.0,2293.0,False,closed,21.0
VEL-00209,2018,auto_liability,B,188000.0,2,5000.0,1000000.0,30,13105.0,12380.0,10722.0,1658.0,False,closed,6.0
