claim_id,accident_year,line_of_business,risk_class,exposure,previous_claims,deductible,coverage_limit,development_month,claim_amount,reported_amount,paid_amount,reserve,litigated,status,report_lag_days
AEG-00031,2016,medical_malpractice,B,5012000.0,1,100000.0,2000000.0,96,634232.0,611816.0,620289.0,0.0,False,closed,29.0
AEG-00032,2016,medical_malpractice,B,3967000.0,1,50000.0,5000000.0,96,27965.0,29956.0,25717.0,4239.0,False,closed,35.0
AEG-00033,2016,workers_comp,B,4064000.0,3,100000.0,5000000.0,96,132751.0,127924.0,124039.0,3885.0,True,closed,16.0
AEG-00034,2016,medical_malpractice,D,4624000.0,3,100000.0,5000000.0,96,205705.0,225629.0,194726.0,30903.0,True,closed,98.0
AEG-00035,2016,medical_malpractice,B,9583000.0,0,100000.0,2000000.0,96,191101.0,175470.0,154511.0,20959.0,False,closed,44.0
AEG-00036,2016,medical_malpractice,B,5941000.0,1,100000.0,5000000.0,96,49120.0,45494.0,40198.0,5296.0,False,closed,27.0
AEG-00037,2016,workers_comp,B,4370000.0,1,50000.0,2000000.0,96,214790.0,228752.0,193304.0,35448.0,False,closed,47.0
AEG-00038,2016,medical_malpractice,A,3368000.0,2,100000.0,5000000.0,96,48308.0,48251.0,39132.0,9119.0,False,closed,27.0
AEG-00039,2016,medical_malpractice,A,3276000.0,0,100000.0,10000000.0,96,76382.0,71222.0,68810.0,2412.0,False,closed,11.0
AEG-00040,2016,workers_comp,B,10028000.0,1,50000.0,2000000.0,96,129585.0,131264.0,122752.0,8512.0,False,closed,18.0
AEG-00041,2016,general_liability,C,5797000.0,2,100000.0,2000000.0,96,38132.0,36810.0,35519.0,1291.0,False,closed,28.0
AEG-00042,2016,workers_comp,C,4655000.0,1,50000.0,2000000.0,96,179821.0,183570.0,166034.0,17536.0,True,closed,71.0
AEG-00043,2016,general_liability,C,3785000.0,2,50000.0,10000000.0,96,388620.0,413343.0,314503.0,98840.0,True,closed,34.0
AEG-00044,2016,workers_comp,A,2585000.0,1,50000.0,10000000.0,96,40616.0,44211.0,34415.0,9796.0,False,closed,19.0
AEG-00045,2016,medical_malpractice,D,4352000.0,1,250000.0,2000000.0,96,91831.0,83840.0,89948.0,0.0,False,closed,27.0
AEG-00046,2016,general_liability,C,6965000.0,0,50000.0,5000000.0,96,304410.0,313639.0,251030.0,62609.0,True,closed,34.0
AEG-00047,2016,general_liability,C,3698000.0,3,250000.0,5000000.0,96,41410.0,46230.0,37544.0,8686.0,True,closed,3.0
AEG-00048,2016,workers_comp,B,4017000.0,0,50000.0,10000000.0,96,186098.0,186313.0,150741.0,35572.0,True,closed,26.0
AEG-00049,2016,medical_malpractice,D,4029000.0,4,250000.0,5000000.0,96,35804.0,38285.0,35369.0,2916.0,False,closed,51.0
AEG-00050,2016,general_liability,A,4753000.0,2,50000.0,10000000.0,96,350269.0,322737.0,292234.0,30503.0,False,closed,23.0
AEG-00051,2016,medical_malpractice,A,2029000.0,0,100000.0,5000000.0,96,950460.0,1038066.0,838310.0,199756.0,False,closed,17.0
AEG-00052,2016,medical_malpractice,A,4000000.0,0,100000.0,2000000.0,96,680478.0,699567.0,618797.0,80770.0,True,closed,22.0
AEG-00053,2016,medical_malpractice,A,2936000.0,0,50000.0,5000000.0,96,51684.0,56616.0,48776.0,7840.0,False,closed,56.0
AEG-00054,2016,medical_malpractice,A,7003000.0,1,100000.0,2000000.0,96,155778.0,167176.0,153829.0,13347.0,False,closed,37.0
AEG-00055,2016,workers_comp,A,3061000.0,0,100000.0,5000000.0,96,141938.0,154887.0,134454.0,20433.0,False,closed,33.0
AEG-00056,2016,medical_malpractice,B,6005000.0,1,100000.0,2000000.0,96,91343.0,83360.0,79420.0,3940.0,True,closed,1.0
AEG-00057,2016,property,A,9644000.0,0,250000.0,5000000.0,96,901267.0,953014.0,734594.0,218420.0,False,closed,7.0
AEG-00058,2016,general_liability,B,3847000.0,0,50000.0,2000000.0,96,25453.0,24011.0,23964.0,47.0,False,closed,56.0
AEG-00059,2016,general_liability,A,3331000.0,0,100000.0,5000000.0,96,319726.0,306450.0,317968.0,0.0,True,closed,7.0
AEG-00060,2016,general_liability,B,4952000.0,1,50000.0,10000000.0,96,109679.0,106548.0,88116.0,18432.0,True,closed,22.0
AEG-00061,2016,workers_comp,A,4495000.0,0,50000.0,10000000.0,96,623945.0,642719.0,595827.0,46892.0,False,closed,26.0
AEG-00062,2016,medical_malpractice,B,2738000.0,0,50000.0,5000000.0,96,100738.0,104579.0,84139.0,20440.0,True,closed,19.0
AEG-00063,2016,medical_malpractice,D,5666000.0,1,250000.0,5000000.0,96,55904.0,61769.0,49866.0,11903.0,False,closed,39.0
AEG-00064,2016,medical_malpractice,B,12328000.0,1,250000.0,2000000.0,96,111711.0,100852.0,101046.0,0.0,False,closed,21.0
AEG-00065,2016,medical_malpractice,C,3955000.0,2,250000.0,2000000.0,96,231265.0,217980.0,213431.0,4549.0,False,closed,12.0
AEG-00066,2016,medical_malpractice,B,4066000.0,1,50000.0,5000000.0,96,84634.0,82911.0,84457.0,0.0,False,closed,20.0
AEG-00067,2016,property,B,2669000.0,2,50000.0,10000000.0,96,325423.0,351444.0,305078.0,46366.0,False,closed,13.0
AEG-00068,2016,medical_malpractice,A,5278000.0,3,100000.0,2000000.0,96,36499.0,37265.0,32064.0,5201.0,True,closed,32.0
AEG-00069,2016,workers_comp,B,2412000.0,3,100000.0,2000000.0,96,12965.0,13129.0,12226.0,903.0,False,closed,11.0
AEG-00070,2016,medical_malpractice,A,2587000.0,2,250000.0,2000000.0,96,187210.0,199798.0,167243.0,32555.0,False,closed,3.0
AEG-00071,2016,workers_comp,C,8533000.0,1,250000.0,10000000.0,96,411692.0,429853.0,363369.0,66484.0,False,closed,36.0
AEG-00072,2016,workers_comp,D,2862000.0,8,100000.0,10000000.0,96,266839.0,257171.0,232985.0,24186.0,False,closed,27.0
AEG-00073,2016,medical_malpractice,C,7727000.0,2,50000.0,2000000.0,96,107326.0,98650.0,96452.0,2198.0,False,closed,32.0
AEG-00074,2016,workers_comp,A,9643000.0,2,250000.0,10000000.0,96,406662.0,407356.0,348199.0,59157.0,False,closed,77.0
AEG-00075,2016,property,B,5123000.0,2,100000.0,2000000.0,96,109750.0,120027.0,93114.0,26913.0,False,closed,15.0
AEG-00076,2016,property,B,5934000.0,0,250000.0,2000000.0,96,82382.0,84985.0,68352.0,16633.0,False,closed,27.0
AEG-00077,2016,general_liability,A,11944000.0,0,100000.0,5000000.0,96,76481.0,69730.0,67919.0,1811.0,False,closed,21.0
AEG-00078,2016,medical_malpractice,B,4078000.0,0,50000.0,5000000.0,96,318832.0,317817.0,273766.0,44051.0,False,closed,2.0
AEG-00079,2016,medical_malpractice,C,3345000.0,1,50000.0,5000000.0,96,20126.0,19816.0,19470.0,346.0,True,closed,16.0
AEG-00080,2016,property,B,2288000.0,1,250000.0,2000000.0,96,731052.0,751619.0,708813.0,42806.0,False,closed,4.0
AEG-00081,2016,general_liability,C,4595000.0,4,100000.0,10000000.0,96,67948.0,69930.0,59032.0,10898.0,True,closed,19.0
AEG-00082,2016,medical_malpractice,C,9428000.0,2,50000.0,5000000.0,96,27976.0,31034.0,25845.0,5189.0,False,closed,7.0
AEG-00083,2016,workers_comp,A,7271000.0,2,100000.0,10000000.0,96,526006.0,512530.0,515727.0,0.0,False,closed,6.0
AEG-00084,2016,general_liability,C,2810000.0,2,50000.0,5000000.0,96,126780.0,125484.0,110531.0,14953.0,False,closed,49.0
AEG-00085,2016,general_liability,C,2934000.0,1,250000.0,10000000.0,96,31773.0,32884.0,28943.0,3941.0,False,closed,13.0
AEG-00086,2016,medical_malpractice,A,3497000.0,1,100000.0,2000000.0,96,44021.0,48203.0,39122.0,9081.0,False,closed,14.0
AEG-00087,2016,medical_malpractice,B,5208000.0,1,50000.0,5000000.0,96,236965.0,250081.0,220390.0,29691.0,True,closed,24.0
AEG-00088,2016,medical_malpractice,B,4061000.0,2,100000.0,5000000.0,96,319925.0,321075.0,317351.0,3724.0,False,closed,1.0
AEG-00089,2016,medical_malpractice,B,5009000.0,1,250000.0,10000000.0,96,49702.0,53639.0,41140.0,12499.0,True,closed,8.0
AEG-00090,2016,workers_comp,A,5220000.0,1,250000.0,5000000.0,96,197060.0,198394.0,195696.0,2698.0,False,closed,9.0
AEG-00091,2016,general_liability,B,3876000.0,2,250000.0,10000000.0,96,263769.0,293305.0,246135.0,47170.0,False,closed,25.0
AEG-00092,2016,general_liability,B,4411000.0,1,50000.0,5000000.0,96,55288.0,53195.0,53031.0,164.0,True,closed,22.0
AEG-00093,2016,medical_malpractice,C,4990000.0,3,100000.0,10000000.0,96,149231.0,138490.0,138341.0,149.0,False,closed,11.0
AEG-00094,2016,workers_comp,C,4315000.0,2,250000.0,2000000.0,96,177608.0,192294.0,173001.0,19293.0,False,closed,59.0
AEG-00095,2016,medical_malpractice,B,5788000.0,2,250000.0,2000000.0,96,43850.0,42333.0,37941.0,4392.0,False,closed,11.0
AEG-00096,2016,medical_malpractice,C,11467000.0,2,100000.0,10000000.0,96,56330.0,61198.0,53041.0,8157.0,False,closed,9.0
AEG-00097,2016,medical_malpractice,C,6050000.0,2,250000.0,2000000.0,96,107157.0,110808.0,91386.0,19422.0,False,closed,25.0
AEG-00098,2016,medical_malpractice,C,4627000.0,1,50000.0,2000000.0,96,102671.0,103900.0,92582.0,11318.0,True,closed,10.0
AEG-00099,2016,property,A,1937000.0,0,100000.0,5000000.0,96,79326.0,72912.0,74273.0,0.0,False,closed,43.0
AEG-00100,2016,workers_comp,A,5463000.0,0,250000.0,10000000.0,96,75672.0,81195.0,63581.0,17614.0,True,closed,23.0
AEG-00101,2016,medical_malpractice,B,1700000.0,0,50000.0,2000000.0,96,292230.0,267245.0,237359.0,29886.0,False,closed,10.0
AEG-00102,2016,general_liability,A,2225000.0,0,250000.0,2000000.0,96,121483.0,135130.0,116404.0,18726.0,False,closed,76.0
AEG-00103,2016,workers_comp,B,6899000.0,1,50000.0,10000000.0,96,417423.0,456216.0,401473.0,54743.0,False,closed,13.0
AEG-00104,2016,medical_malpractice,D,6406000.0,4,50000.0,2000000.0,96,482653.0,466558.0,450379.0,16179.0,True,closed,18.0
AEG-00105,2016,general_liability,B,4175000.0,0,50000.0,10000000.0,96,228388.0,211974.0,197393.0,14581.0,True,closed,23.0
AEG-00106,2016,workers_comp,A,1914000.0,0,250000.0,2000000.0,96,1682036.0,1841574.0,1567043.0,274531.0,False,closed,23.0
AEG-00107,2016,medical_malpractice,B,3737000.0,3,250000.0,2000000.0,96,31441.0,31616.0,25680.0,5936.0,True,closed,25.0
AEG-00108,2016,general_liability,B,3205000.0,3,50000.0,10000000.0,96,293991.0,272668.0,274147.0,0.0,False,closed,5.0
AEG-00109,2016,workers_comp,A,6187000.0,1,250000.0,5000000.0,96,85659.0,86488.0,78399.0,8089.0,False,closed,19.0
AEG-00110,2016,property,B,13915000.0,1,50000.0,2000000.0,96,1568745.0,1497054.0,1448643.0,48411.0,False,closed,2.0
AEG-00111,2016,medical_malpractice,A,5016000.0,0,250000.0,5000000.0,96,469988.0,465158.0,418006.0,47152.0,False,closed,15.0
AEG-00112,2016,property,B,3048000.0,2,50000.0,5000000.0,96,19620.0,20422.0,16580.0,3842.0,True,closed,16.0
AEG-00113,2016,medical_malpractice,C,2506000.0,2,50000.0,2000000.0,96,32557.0,35858.0,30772.0,5086.0,True,closed,27.0
AEG-00114,2016,workers_comp,B,4376000.0,1,250000.0,10000000.0,96,323824.0,348501.0,289119.0,59382.0,True,closed,9.0
AEG-00115,2016,workers_comp,B,4119000.0,0,250000.0,5000000.0,96,374124.0,349964.0,355072.0,0.0,False,closed,22.0
AEG-00116,2016,medical_malpractice,B,2530000.0,3,50000.0,10000000.0,96,189474.0,190424.0,165380.0,25044.0,False,closed,12.0
AEG-00117,2016,medical_malpractice,A,4770000.0,0,100000.0,10000000.0,96,61296.0,61800.0,50113.0,11687.0,False,closed,19.0
AEG-00118,2016,workers_comp,A,2531000.0,1,250000.0,2000000.0,96,208436.0,232966.0,189362.0,43604.0,False,closed,8.0
AEG-00119,2016,medical_malpractice,B,7847000.0,2,100000.0,10000000.0,96,172117.0,158196.0,159131.0,0.0,False,closed,36.0
AEG-00120,2016,general_liability,B,7655000.0,0,100000.0,5000000.0,96,106094.0,107406.0,104434.0,2972.0,False,closed,35.0
AEG-00121,2016,workers_comp,A,7740000.0,1,250000.0,10000000.0,96,402477.0,443192.0,393442.0,49750.0,True,closed,3.0
AEG-00122,2016,general_liability,C,3550000.0,1,50000.0,5000000.0,96,10543.0,10414.0,8555.0,1859.0,False,closed,14.0
AEG-00123,2016,workers_comp,B,5820000.0,1,100000.0,2000000.0,96,312656.0,299392.0,298389.0,1003.0,True,closed,13.0
AEG-00124,2016,medical_malpractice,A,4212000.0,1,100000.0,10000000.0,96,20248.0,20700.0,17257.0,3443.0,True,closed,2.0
AEG-00125,2016,medical_malpractice,A,3705000.0,0,250000.0,2000000.0,96,200273.0,194349.0,188144.0,6205.0,False,closed,5.0
AEG-00126,2016,medical_malpractice,C,3798000.0,1,100000.0,5000000.0,96,76265.0,84193.0,66800.0,17393.0,True,closed,14.0
AEG-00127,2016,medical_malpractice,A,2350000.0,1,250000.0,5000000.0,96,23929.0,21983.0,20685.0,1298.0,True,closed,5.0
AEG-00128,2016,medical_malpractice,A,2186000.0,1,100000.0,2000000.0,96,102226.0,96652.0,91764.0,4888.0,True,closed,20.0
AEG-00129,2016,property,A,6694000.0,2,100000.0,10000000.0,96,53295.0,48949.0,48291.0,658.0,False,closed,30.0
AEG-00130,2016,general_liability,A,4090000.0,0,250000.0,2000000.0,96,33255.0,35138.0,31223.0,3915.0,False,closed,10.0
AEG-00131,2016,medical_malpractice,D,5014000.0,3,250000.0,5000000.0,96,19982.0,19272.0,18535.0,737.0,True,closed,28.0
AEG-00132,2016,medical_malpractice,A,7426000.0,0,250000.0,2000000.0,96,64489.0,70811.0,60339.0,10472.0,False,closed,46.0
AEG-00133,2016,property,B,1892000.0,0,100000.0,10000000.0,96,328727.0,360482.0,288233.0,72249.0,True,closed,10.0
AEG-00134,2016,medical_malpractice,C,3040000.0,2,250000.0,5000000.0,96,321720.0,355824.0,300959.0,54865.0,False,closed,41.0
AEG-00135,2017,general_liability,C,7333000.0,0,250000.0,10000000.0,96,1494921.0,1541232.0,1291950.0,249282.0,True,closed,32.0
AEG-00136,2017,medical_malpractice,B,10598000.0,3,100000.0,5000000.0,89,24700.0,25398.0,24685.0,713.0,True,closed,38.0
AEG-00137,2017,workers_comp,D,5219000.0,3,100000.0,2000000.0,93,483351.0,442551.0,466074.0,0.0,False,closed,20.0
AEG-00138,2017,medical_malpractice,A,8396000.0,0,250000.0,2000000.0,94,17910.0,18470.0,17361.0,1109.0,True,closed,26.0
AEG-00139,2017,medical_malpractice,B,3321000.0,1,250000.0,2000000.0,91,18589.0,17716.0,15710.0,2006.0,False,closed,26.0
AEG-00140,2017,workers_comp,C,4093000.0,2,50000.0,10000000.0,91,236882.0,233427.0,199789.0,33638.0,True,closed,12.0
AEG-00141,2017,property,D,4503000.0,4,250000.0,5000000.0,94,645956.0,635058.0,613991.0,21067.0,False,closed,52.0
AEG-00142,2017,property,B,5560000.0,3,250000.0,10000000.0,86,45885.0,51122.0,44295.0,6827.0,False,closed,9.0
AEG-00143,2017,workers_comp,B,2095000.0,4,100000.0,10000000.0,86,629968.0,655365.0,532265.0,123100.0,True,closed,14.0
AEG-00144,2017,medical_malpractice,B,7202000.0,3,100000.0,10000000.0,94,34731.0,36797.0,29216.0,7581.0,False,closed,1.0
AEG-00145,2017,medical_malpractice,B,8718000.0,1,100000.0,10000000.0,95,101065.0,94800.0,85775.0,9025.0,False,closed,33.0
AEG-00146,2017,general_liability,B,2534000.0,1,50000.0,10000000.0,85,192151.0,185799.0,159009.0,26790.0,False,closed,12.0
AEG-00147,2017,medical_malpractice,D,2285000.0,2,250000.0,10000000.0,91,256915.0,280819.0,227175.0,53644.0,False,closed,57.0
AEG-00148,2017,property,C,5362000.0,1,50000.0,5000000.0,96,30694.0,28437.0,27642.0,795.0,True,closed,54.0
AEG-00149,2017,medical_malpractice,C,3244000.0,1,250000.0,5000000.0,90,682804.0,757698.0,632026.0,125672.0,True,closed,2.0
AEG-00150,2017,medical_malpractice,D,1375000.0,5,100000.0,5000000.0,92,247379.0,245902.0,200642.0,45260.0,False,closed,17.0
AEG-00151,2017,medical_malpractice,A,6742000.0,2,100000.0,5000000.0,89,43616.0,42996.0,36569.0,6427.0,False,closed,19.0
AEG-00152,2017,medical_malpractice,C,4864000.0,1,100000.0,2000000.0,91,32690.0,33122.0,26917.0,6205.0,True,closed,14.0
AEG-00153,2017,general_liability,B,3546000.0,0,250000.0,10000000.0,89,17696.0,17652.0,15112.0,2540.0,True,closed,9.0
AEG-00154,2017,medical_malpractice,C,12946000.0,2,250000.0,2000000.0,89,22181.0,22259.0,18569.0,3690.0,True,closed,15.0
AEG-00155,2017,workers_comp,A,4824000.0,0,100000.0,2000000.0,94,247294.0,245631.0,244142.0,1489.0,False,closed,20.0
AEG-00156,2017,workers_comp,B,3088000.0,1,50000.0,2000000.0,94,109035.0,114965.0,95369.0,19596.0,False,closed,19.0
AEG-00157,2017,medical_malpractice,C,4733000.0,3,250000.0,2000000.0,87,28894.0,27761.0,23918.0,3843.0,False,closed,16.0
AEG-00158,2017,workers_comp,A,2675000.0,1,50000.0,10000000.0,85,72091.0,67522.0,67282.0,240.0,False,closed,26.0
AEG-00159,2017,workers_comp,A,3075000.0,1,100000.0,10000000.0,96,798416.0,794902.0,794090.0,812.0,False,closed,16.0
AEG-00160,2017,medical_malpractice,B,5459000.0,0,50000.0,2000000.0,85,59417.0,54630.0,56974.0,0.0,False,closed,48.0
AEG-00161,2017,workers_comp,C,3411000.0,4,250000.0,2000000.0,91,100664.0,100505.0,93581.0,6924.0,False,closed,10.0
AEG-00162,2017,property,A,3592000.0,1,100000.0,5000000.0,91,768727.0,775457.0,673122.0,102335.0,False,closed,18.0
AEG-00163,2017,general_liability,C,10366000.0,1,100000.0,5000000.0,92,257936.0,276650.0,227154.0,49496.0,True,closed,27.0
AEG-00164,2017,medical_malpractice,A,6916000.0,1,250000.0,10000000.0,88,74872.0,69181.0,64422.0,4759.0,False,closed,29.0
AEG-00165,2017,property,B,6723000.0,1,50000.0,2000000.0,86,98750.0,97497.0,94923.0,2574.0,True,closed,49.0
AEG-00166,2017,property,B,5862000.0,0,100000.0,10000000.0,89,33324.0,35714.0,32013.0,3701.0,False,closed,12.0
AEG-00167,2017,medical_malpractice,B,5733000.0,0,50000.0,5000000.0,96,22618.0,22039.0,20308.0,1731.0,True,closed,37.0
AEG-00168,2017,medical_malpractice,C,9322000.0,0,100000.0,2000000.0,91,61089.0,66219.0,59402.0,6817.0,False,closed,19.0
AEG-00169,2017,workers_comp,C,4456000.0,1,100000.0,10000000.0,90,153137.0,162026.0,142485.0,19541.0,True,closed,3.0
AEG-00170,2017,workers_comp,A,11380000.0,1,100000.0,2000000.0,85,199054.0,180976.0,186536.0,0.0,False,closed,34.0
AEG-00171,2017,medical_malpractice,C,2797000.0,2,100000.0,5000000.0,96,200215.0,197164.0,170935.0,26229.0,False,closed,6.0
AEG-00172,2017,general_liability,B,3961000.0,3,50000.0,2000000.0,96,160436.0,171442.0,136100.0,35342.0,False,closed,13.0
AEG-00173,2017,medical_malpractice,B,2259000.0,0,50000.0,5000000.0,85,111981.0,113755.0,94685.0,19070.0,False,closed,27.0
AEG-00174,2017,property,C,3789000.0,1,50000.0,5000000.0,93,76164.0,79822.0,74831.0,4991.0,False,closed,12.0
AEG-00175,2017,medical_malpractice,C,5832000.0,0,100000.0,2000000.0,94,8907.0,9956.0,8551.0,1405.0,False,closed,9.0
AEG-00176,2017,medical_malpractice,B,9297000.0,2,250000.0,2000000.0,86,47744.0,50062.0,46782.0,3280.0,True,closed,28.0
AEG-00177,2017,medical_malpractice,D,3230000.0,2,100000.0,10000000.0,89,43276.0,44147.0,41742.0,2405.0,True,closed,38.0
AEG-00178,2017,medical_malpractice,A,4512000.0,0,50000.0,2000000.0,93,33594.0,36488.0,32283.0,4205.0,False,closed,12.0
AEG-00179,2017,property,A,3760000.0,4,250000.0,5000000.0,95,118605.0,117970.0,105228.0,12742.0,False,closed,15.0
AEG-00180,2017,medical_malpractice,C,3110000.0,2,250000.0,5000000.0,91,25399.0,22917.0,24208.0,0.0,False,closed,25.0
AEG-00181,2017,general_liability,B,2483000.0,1,50000.0,5000000.0,88,34621.0,33234.0,28851.0,4383.0,False,closed,20.0
AEG-00182,2017,property,B,4639000.0,0,100000.0,2000000.0,93,177004.0,182463.0,164818.0,17645.0,False,closed,16.0
AEG-00183,2017,medical_malpractice,B,1893000.0,1,50000.0,10000000.0,89,99285.0,110069.0,80277.0,29792.0,False,closed,60.0
AEG-00184,2017,medical_malpractice,A,4756000.0,3,50000.0,5000000.0,93,33464.0,34587.0,33235.0,1352.0,False,closed,15.0
AEG-00185,2017,workers_comp,C,4547000.0,4,100000.0,10000000.0,85,349648.0,336507.0,341218.0,0.0,True,closed,9.0
AEG-00186,2017,medical_malpractice,C,3239000.0,1,50000.0,10000000.0,96,82474.0,92248.0,68700.0,23548.0,False,closed,14.0
AEG-00187,2017,property,A,2715000.0,0,250000.0,10000000.0,88,50332.0,49730.0,48004.0,1726.0,False,closed,25.0
AEG-00188,2017,workers_comp,A,2252000.0,0,50000.0,10000000.0,86,138482.0,131574.0,133598.0,0.0,False,closed,11.0
AEG-00189,2017,medical_malpractice,C,11470000.0,1,100000.0,5000000.0,86,924854.0,944870.0,747653.0,197217.0,False,closed,8.0
AEG-00190,2017,general_liability,D,2300000.0,2,50000.0,10000000.0,96,85231.0,83159.0,77835.0,5324.0,False,closed,4.0
AEG-00191,2017,general_liability,C,9805000.0,3,50000.0,10000000.0,96,579750.0,536004.0,512511.0,23493.0,False,closed,68.0
AEG-00192,2017,workers_comp,B,6075000.0,0,100000.0,2000000.0,90,787090.0,831806.0,727074.0,104732.0,False,closed,28.0
AEG-00193,2017,medical_malpractice,B,3751000.0,0,250000.0,5000000.0,94,486748.0,512118.0,475686.0,36432.0,False,closed,7.0
AEG-00194,2017,medical_malpractice,B,2523000.0,2,100000.0,2000000.0,87,33745.0,37588.0,31875.0,5713.0,False,closed,27.0
AEG-00195,2017,medical_malpractice,A,7579000.0,1,250000.0,10000000.0,96,722372.0,671882.0,608404.0,63478.0,False,closed,26.0
AEG-00196,2017,medical_malpractice,B,10686000.0,1,100000.0,2000000.0,89,99351.0,109318.0,90503.0,18815.0,False,closed,42.0
AEG-00197,2017,medical_malpractice,A,2821000.0,0,250000.0,10000000.0,92,53144.0,57150.0,48486.0,8664.0,False,closed,8.0
AEG-00198,2017,property,A,3876000.0,0,100000.0,10000000.0,89,124791.0,119260.0,100117.0,19143.0,False,closed,42.0
AEG-00199,2017,workers_comp,B,7613000.0,1,100000.0,2000000.0,86,322373.0,324127.0,266400.0,57727.0,True,closed,33.0
AEG-00200,2017,medical_malpractice,A,5323000.0,3,50000.0,10000000.0,95,75464.0,78379.0,65797.0,12582.0,True,closed,7.0
AEG-00201,2017,workers_comp,B,12232000.0,3,50000.0,5000000.0,94,131692.0,127648.0,110042.0,17606.0,False,closed,22.0
AEG-00202,2017,general_liability,B,3384000.0,3,50000.0,10000000.0,91,543301.0,501826.0,460422.0,41404.0,False,closed,22.0
